[run number],release-adult-hybrids,stop-criterion-type,release-end,release-age,sex-ratio,Corral-capacity,[step],pop-size-wild,adult-pop-size-wild,cost,final-mean-qval,final-sd-qval,final-aar,final-sar,final-ho,final-sex-ratio,ticks
22,TRUE,"""time""",30,3,0.75,20,50,1007,443,1105780,0.196171102,0.036250358,133,4.468952308,0.706766917,0.642502483,50
23,TRUE,"""time""",30,3,0.75,20,50,1132,520,1158855,0.188414223,0.031724269,134,4.49201981,0.71933367,0.594522968,50
24,TRUE,"""time""",30,3,0.75,20,50,1051,482,1170945,0.192315699,0.033141258,132,4.46249091,0.712699923,0.583254044,50
25,TRUE,"""time""",30,3,0.75,20,50,1009,435,1065305,0.191963231,0.03562607,130,4.462332989,0.699230733,0.600594648,50
26,TRUE,"""time""",30,3,0.75,28,50,1510,673,1483315,0.200802384,0.035337944,138,4.499414568,0.714884894,0.598013245,50
27,TRUE,"""time""",30,3,0.75,28,50,1380,594,1512490,0.188681667,0.029134739,137,4.499335526,0.721497585,0.613043478,50
28,TRUE,"""time""",30,3,0.75,28,50,1332,612,1521880,0.195064114,0.033838186,135,4.49089386,0.712962963,0.603603604,50
29,TRUE,"""time""",30,3,0.75,28,50,1452,620,1403435,0.203115358,0.034096532,134,4.501322384,0.710284665,0.599862259,50
30,TRUE,"""time""",30,3,0.75,28,50,1455,636,1462200,0.199340756,0.035040632,135,4.487876654,0.707871052,0.591065292,50
31,TRUE,"""time""",30,4,0.5,20,50,1055,560,1332135,0.187223886,0.033153186,134,4.479167814,0.711126157,0.521327014,50
32,TRUE,"""time""",30,4,0.5,20,50,1095,557,1317085,0.189413516,0.030979384,135,4.48516929,0.722591868,0.544292237,50
33,TRUE,"""time""",30,4,0.5,20,50,1078,558,1308495,0.192577087,0.036486194,133,4.468941772,0.711679477,0.523191095,50
34,TRUE,"""time""",30,4,0.5,20,50,1032,523,1272930,0.190161143,0.033501407,135,4.452417646,0.717561831,0.531007752,50
35,TRUE,"""time""",30,4,0.5,20,50,1107,569,1309940,0.192171996,0.035861893,129,4.449939357,0.713812535,0.518518519,50
36,TRUE,"""time""",30,4,0.5,28,50,1454,738,1640710,0.200076891,0.033251202,134,4.49527006,0.70786664,0.51650619,50
37,TRUE,"""time""",30,4,0.5,28,50,1454,786,1728805,0.198721596,0.034122753,132,4.517224364,0.719689526,0.53301238,50
38,TRUE,"""time""",30,4,0.5,28,50,1354,686,1633455,0.189887223,0.028478905,132,4.491236016,0.713828515,0.536189069,50
39,TRUE,"""time""",30,4,0.5,28,50,1457,765,1711635,0.192537612,0.031711257,133,4.465280391,0.717978887,0.527110501,50
40,TRUE,"""time""",30,4,0.5,28,50,1512,773,1722250,0.198990212,0.03367877,137,4.507948384,0.714222726,0.529761905,50
41,TRUE,"""time""",30,4,0.67,20,50,1258,596,1301265,0.194858506,0.03573896,133,4.472546481,0.706563707,0.57154213,50
42,TRUE,"""time""",30,4,0.67,20,50,1309,614,1346245,0.192581513,0.036045526,136,4.469537991,0.711011677,0.588999236,50
43,TRUE,"""time""",30,4,0.67,20,50,1245,594,1283180,0.187155341,0.030568846,130,4.444671714,0.712794033,0.587148594,50
44,TRUE,"""time""",30,4,0.67,20,50,1242,561,1286625,0.191582931,0.036308469,135,4.486808332,0.707997853,0.596618357,50
45,TRUE,"""time""",30,4,0.67,20,50,1430,633,1360825,0.187406364,0.030343413,129,4.471106917,0.712021312,0.581118881,50
46,TRUE,"""time""",30,4,0.67,28,50,1549,704,1641680,0.191805165,0.03075485,132,4.504159954,0.720649267,0.588121369,50
47,TRUE,"""time""",30,4,0.67,28,50,1434,655,1526790,0.195235007,0.034891387,133,4.472711287,0.7174736,0.581589958,50
48,TRUE,"""time""",30,4,0.67,28,50,1700,754,1618275,0.195159235,0.032537665,137,4.501216308,0.718011204,0.597647059,50
49,TRUE,"""time""",30,4,0.67,28,50,1712,790,1726640,0.194026752,0.032231337,136,4.524257176,0.70688696,0.575934579,50
50,TRUE,"""time""",30,4,0.67,28,50,1615,763,1655270,0.196787059,0.035274174,136,4.502257942,0.704761905,0.596904025,50
51,TRUE,"""time""",30,4,0.75,20,50,1430,624,1325525,0.192018881,0.036292581,130,4.470341574,0.706759907,0.593706294,50
52,TRUE,"""time""",30,4,0.75,20,50,1146,526,1150980,0.191926963,0.034680366,135,4.484535535,0.705601263,0.628272251,50
53,TRUE,"""time""",30,4,0.75,20,50,1295,571,1210585,0.191163012,0.03374782,136,4.479662489,0.711858798,0.585328185,50
54,TRUE,"""time""",30,4,0.75,20,50,1315,589,1250425,0.188415133,0.031580134,130,4.473228118,0.709034945,0.599239544,50
55,TRUE,"""time""",30,4,0.75,20,50,1361,612,1303360,0.188888317,0.03077649,130,4.492300486,0.718344355,0.606171932,50
56,TRUE,"""time""",30,4,0.75,28,50,1806,798,1720705,0.19349402,0.032658739,138,4.506783577,0.701181248,0.608527132,50
57,TRUE,"""time""",30,4,0.75,28,50,1702,776,1706355,0.193394712,0.030238821,136,4.488066448,0.717727044,0.621034078,50
58,TRUE,"""time""",30,4,0.75,28,50,1880,803,1725150,0.190704415,0.031105495,136,4.497721804,0.716413374,0.594680851,50
59,TRUE,"""time""",30,4,0.75,28,50,1771,773,1636890,0.198447544,0.034384918,136,4.512383418,0.717404748,0.614906832,50
60,TRUE,"""time""",30,4,0.75,28,50,1774,787,1681545,0.188468828,0.029243187,137,4.500640866,0.718661083,0.624013529,50
61,TRUE,"""time""",30,5,0.5,20,50,991,517,1398100,0.191734813,0.032624788,129,4.471403561,0.709288357,0.536831483,50
62,TRUE,"""time""",30,5,0.5,20,50,994,506,1337485,0.18704668,0.031869225,135,4.464995511,0.712369455,0.535211268,50
63,TRUE,"""time""",30,5,0.5,20,50,1139,552,1472255,0.192798859,0.033937676,131,4.44130696,0.716125256,0.532045654,50
64,TRUE,"""time""",30,5,0.5,20,50,1146,562,1472345,0.188625916,0.033920362,134,4.473736247,0.716155572,0.52617801,50
65,TRUE,"""time""",30,5,0.5,20,50,1024,503,1340790,0.19413623,0.034394644,132,4.469632108,0.696196057,0.51953125,50
66,TRUE,"""time""",30,5,0.5,28,50,1389,713,1832685,0.190688337,0.029785078,135,4.505251863,0.722959306,0.516918647,50
67,TRUE,"""time""",30,5,0.5,28,50,1425,707,1847410,0.204048281,0.036428028,135,4.515132194,0.71679198,0.53122807,50
68,TRUE,"""time""",30,5,0.5,28,50,1440,748,1906025,0.196807292,0.035575893,138,4.500496517,0.714186508,0.497916667,50
69,TRUE,"""time""",30,5,0.5,28,50,1291,658,1837115,0.199054609,0.036175764,137,4.488681065,0.719043931,0.518977537,50
70,TRUE,"""time""",30,5,0.5,28,50,1448,715,1917605,0.201912086,0.037559811,135,4.505430769,0.719054196,0.549033149,50
71,TRUE,"""time""",30,5,0.67,20,50,1387,611,1493790,0.192729849,0.033807643,129,4.459042025,0.713461737,0.573179524,50
72,TRUE,"""time""",30,5,0.67,20,50,1292,579,1506755,0.186449923,0.031567545,132,4.474979034,0.712737727,0.568111455,50
73,TRUE,"""time""",30,5,0.67,20,50,1111,519,1347940,0.188476688,0.032109621,130,4.412892946,0.721872187,0.584158416,50
74,TRUE,"""time""",30,5,0.67,20,50,1099,521,1346245,0.192830027,0.032758485,133,4.479071579,0.714459032,0.587807097,50
75,TRUE,"""time""",30,5,0.67,20,50,1329,624,1519015,0.19161234,0.033098899,135,4.479325558,0.709986026,0.583145222,50
76,TRUE,"""time""",30,5,0.67,28,50,1564,719,1818240,0.197008056,0.034324138,136,4.502359166,0.706430398,0.576726343,50
77,TRUE,"""time""",30,5,0.67,28,50,1577,715,1781615,0.199360304,0.034376577,131,4.481342992,0.711084941,0.575776791,50
78,TRUE,"""time""",30,5,0.67,28,50,1464,661,1713320,0.201467623,0.03823963,136,4.480978627,0.709179027,0.572404372,50
79,TRUE,"""time""",30,5,0.67,28,50,1725,783,1878675,0.204255652,0.040230629,135,4.488126473,0.691428571,0.594202899,50
80,TRUE,"""time""",30,5,0.67,28,50,1614,720,1869105,0.190858364,0.032949462,138,4.516841888,0.705346079,0.585501859,50
81,TRUE,"""time""",30,5,0.75,20,50,1253,558,1363305,0.194735275,0.036341389,136,4.486931102,0.71113138,0.600159617,50
82,TRUE,"""time""",30,5,0.75,20,50,1294,537,1407940,0.19575425,0.036793075,134,4.456448382,0.708213734,0.605873261,50
83,TRUE,"""time""",30,5,0.75,20,50,1368,610,1460935,0.191351316,0.036476908,131,4.481652572,0.71216235,0.617690058,50
84,TRUE,"""time""",30,5,0.75,20,50,1175,500,1309720,0.193102298,0.034934224,136,4.484918698,0.71100304,0.58212766,50
85,TRUE,"""time""",30,5,0.75,20,50,1430,613,1466835,0.189959301,0.031837173,136,4.48422819,0.72001332,0.588111888,50
86,TRUE,"""time""",30,5,0.75,28,50,1677,726,1804410,0.200260584,0.036220528,137,4.513349363,0.710736292,0.617173524,50
87,TRUE,"""time""",30,5,0.75,28,50,1688,737,1808285,0.195863329,0.030822351,134,4.517441949,0.70717671,0.595971564,50
88,TRUE,"""time""",30,5,0.75,28,50,1705,734,1812620,0.205868856,0.039339612,138,4.50119091,0.707750314,0.589442815,50
89,TRUE,"""time""",30,5,0.75,28,50,1674,746,1857560,0.196530585,0.031953472,135,4.487194341,0.722677362,0.596774194,50
90,TRUE,"""time""",30,5,0.75,28,50,1846,813,1905420,0.192325027,0.032057486,131,4.504420535,0.712454212,0.604550379,50
91,TRUE,"""time""",30,6,0.5,20,50,971,505,1618075,0.194080433,0.03593563,133,4.480311451,0.707959394,0.52523172,50
92,TRUE,"""time""",30,6,0.5,20,50,1111,572,1630530,0.193847345,0.034675531,135,4.469709408,0.710428186,0.515751575,50
93,TRUE,"""time""",30,6,0.5,20,50,1042,532,1559155,0.190065931,0.032395149,131,4.484256686,0.718078786,0.499040307,50
94,TRUE,"""time""",30,6,0.5,20,50,1150,550,1583705,0.193327304,0.035373526,133,4.470001679,0.709151139,0.534782609,50
95,TRUE,"""time""",30,6,0.5,20,50,1106,544,1542375,0.19468698,0.034511871,130,4.499345243,0.713812107,0.521699819,50
96,TRUE,"""time""",30,6,0.5,28,50,1494,770,2805325,0.193711647,0.032197805,132,4.514837168,0.716453114,0.521419009,50
97,TRUE,"""time""",30,6,0.5,28,50,1345,719,2271240,0.18843487,0.032932383,136,4.496806242,0.707665073,0.526394052,50
98,TRUE,"""time""",30,6,0.5,28,50,1561,793,2821020,0.19641262,0.034782339,137,4.500100979,0.7069644,0.525304292,50
99,TRUE,"""time""",30,6,0.5,28,50,1365,668,2314605,0.206233187,0.037062048,130,4.502633983,0.718611547,0.518681319,50
100,TRUE,"""time""",30,6,0.5,28,50,1377,704,2234795,0.199474946,0.039889248,135,4.508159423,0.716256873,0.538126362,50
101,TRUE,"""time""",30,6,0.67,20,50,1241,566,1540105,0.196146817,0.035288758,132,4.472077143,0.707417213,0.583400483,50
102,TRUE,"""time""",30,6,0.67,20,50,1171,516,1515760,0.197337489,0.035714279,129,4.46974321,0.716522305,0.570452605,50
103,TRUE,"""time""",30,6,0.67,20,50,1182,522,1488880,0.195910321,0.033594602,136,4.480036924,0.719885585,0.586294416,50
104,TRUE,"""time""",30,6,0.67,20,50,1315,580,1631275,0.187767529,0.031638171,131,4.474668983,0.708926308,0.575665399,50
105,TRUE,"""time""",30,6,0.67,20,50,1370,606,1612300,0.196228248,0.03599658,135,4.482327623,0.707542579,0.58540146,50
106,TRUE,"""time""",30,6,0.67,28,50,1772,791,2762860,0.194636005,0.033169608,136,4.502108909,0.713130173,0.586907449,50
107,TRUE,"""time""",30,6,0.67,28,50,1480,670,2065670,0.187277703,0.029078164,136,4.502495472,0.71470399,0.571621622,50
108,TRUE,"""time""",30,6,0.67,28,50,1752,784,2804735,0.190060103,0.031421236,134,4.48254569,0.706974342,0.581050228,50
109,TRUE,"""time""",30,6,0.67,28,50,1856,821,2810260,0.196400269,0.032463784,135,4.527686612,0.718390805,0.592133621,50
110,TRUE,"""time""",30,6,0.67,28,50,1790,810,2428590,0.193233743,0.032665956,136,4.491328155,0.716706571,0.59273743,50
111,TRUE,"""time""",30,6,0.75,20,50,1200,506,1493530,0.188087417,0.031967979,133,4.473830272,0.71047619,0.5975,50
112,TRUE,"""time""",30,6,0.75,20,50,1330,575,1512050,0.189975338,0.034055758,133,4.466494854,0.708127462,0.593984962,50
113,TRUE,"""time""",30,6,0.75,20,50,1267,529,1430035,0.189509155,0.0324946,134,4.477172533,0.711504491,0.591160221,50
114,TRUE,"""time""",30,6,0.75,20,50,1313,557,1485710,0.190534425,0.034531843,131,4.451300847,0.716896964,0.608530084,50
115,TRUE,"""time""",30,6,0.75,20,50,1171,528,1443705,0.187465158,0.032817349,128,4.461916219,0.708511244,0.608027327,50
116,TRUE,"""time""",30,6,0.75,28,50,1720,725,2114645,0.190177384,0.031858105,135,4.490060304,0.719629014,0.605232558,50
117,TRUE,"""time""",30,6,0.75,28,50,1822,789,2152160,0.201172283,0.036150214,133,4.487155914,0.711175579,0.601536773,50
118,TRUE,"""time""",30,6,0.75,28,50,1584,657,2010395,0.201028598,0.033640668,136,4.499458087,0.716209716,0.591540404,50
119,TRUE,"""time""",30,6,0.75,28,50,1552,680,2323005,0.198382474,0.035675186,135,4.503005592,0.715052774,0.598582474,50
120,TRUE,"""time""",30,6,0.75,28,50,1947,830,2593360,0.191890139,0.031545684,135,4.48871961,0.722258909,0.599897278,50
121,TRUE,"""time""",30,7,0.5,20,50,986,490,1605690,0.194229412,0.035085857,128,4.478373296,0.711001642,0.522312373,50
122,TRUE,"""time""",30,7,0.5,20,50,1129,553,1665350,0.19004163,0.032339176,134,4.468691292,0.705597031,0.553587245,50
123,TRUE,"""time""",30,7,0.5,20,50,941,473,1580745,0.192497768,0.03311369,135,4.478763185,0.716107484,0.52816153,50
124,TRUE,"""time""",30,7,0.5,20,50,1046,504,1582355,0.190091205,0.031338066,135,4.480410556,0.715196212,0.518164436,50
125,TRUE,"""time""",30,7,0.5,20,50,1062,559,1699775,0.194422034,0.034044905,135,4.46553607,0.711909246,0.531073446,50
126,TRUE,"""time""",30,7,0.5,28,50,1461,717,2827325,0.196180561,0.033518559,131,4.493984884,0.704279522,0.511293634,50
127,TRUE,"""time""",30,7,0.5,28,50,1280,639,2604435,0.200272031,0.037014906,134,4.511465879,0.715625,0.540625,50
128,TRUE,"""time""",30,7,0.5,28,50,1474,720,2862435,0.190832361,0.030727589,133,4.508359855,0.709245978,0.544776119,50
129,TRUE,"""time""",30,7,0.5,28,50,1246,634,2612305,0.202444864,0.035769996,132,4.498700385,0.707826951,0.526484751,50
130,TRUE,"""time""",30,7,0.5,28,50,1338,648,2668015,0.198999178,0.035303936,137,4.520588995,0.707310129,0.53064275,50
131,TRUE,"""time""",30,7,0.67,20,50,1386,596,1743070,0.194131674,0.03585871,131,4.479290421,0.712018141,0.585858586,50
132,TRUE,"""time""",30,7,0.67,20,50,917,443,1427440,0.19337699,0.032210288,135,4.479745472,0.69455263,0.574700109,50
133,TRUE,"""time""",30,7,0.67,20,50,1219,572,1640720,0.190148728,0.031296293,135,4.488014878,0.704793156,0.600492207,50
134,TRUE,"""time""",30,7,0.67,20,50,1311,603,1767200,0.192533333,0.034777725,134,4.476463137,0.711924739,0.57208238,50
135,TRUE,"""time""",30,7,0.67,20,50,1223,549,1628890,0.188393132,0.032725122,130,4.460886179,0.714519332,0.56582175,50
136,TRUE,"""time""",30,7,0.67,28,50,1695,808,2744100,0.196798053,0.033918244,132,4.501402937,0.709537856,0.57699115,50
137,TRUE,"""time""",30,7,0.67,28,50,1595,732,2766790,0.196289216,0.035523061,135,4.513464892,0.709837289,0.580564263,50
138,TRUE,"""time""",30,7,0.67,28,50,1355,611,2112570,0.204182731,0.038912779,136,4.481587605,0.704761905,0.574907749,50
139,TRUE,"""time""",30,7,0.67,28,50,1742,760,2937160,0.19977698,0.033910347,137,4.471620191,0.713930348,0.574626866,50
140,TRUE,"""time""",30,7,0.67,28,50,1670,724,2870090,0.191837904,0.032653472,135,4.491677238,0.708411748,0.574850299,50
141,TRUE,"""time""",30,7,0.75,20,50,1340,599,1684545,0.185352015,0.03056221,135,4.493357414,0.71474769,0.579850746,50
142,TRUE,"""time""",30,7,0.75,20,50,1338,567,1590820,0.198096114,0.036657356,131,4.473908174,0.701615773,0.598654709,50
143,TRUE,"""time""",30,7,0.75,20,50,1414,602,1666230,0.192160042,0.0358219,135,4.485620939,0.706742103,0.594059406,50
144,TRUE,"""time""",30,7,0.75,20,50,1257,536,1629175,0.187354893,0.033092978,135,4.500811716,0.716937531,0.611774065,50
145,TRUE,"""time""",30,7,0.75,20,50,1453,632,1674080,0.191414109,0.032166085,134,4.47192411,0.708452135,0.609084652,50
146,TRUE,"""time""",30,7,0.75,28,50,1826,768,2884615,0.196511501,0.034727132,135,4.522875831,0.712903562,0.58871851,50
147,TRUE,"""time""",30,7,0.75,28,50,1722,744,2784725,0.185023519,0.028526032,135,4.46700643,0.712267021,0.597560976,50
148,TRUE,"""time""",30,7,0.75,28,50,1879,779,2765140,0.199799627,0.033132905,135,4.494999391,0.713373375,0.606705695,50
149,TRUE,"""time""",30,7,0.75,28,50,1747,748,2799280,0.190416714,0.031990557,136,4.508053876,0.718646932,0.610188895,50
150,TRUE,"""time""",30,7,0.75,28,50,1757,758,2757650,0.193436881,0.034304077,129,4.45924946,0.715559531,0.605008537,50
151,TRUE,"""time""",40,3,0.5,20,50,1046,595,1462705,0.190754685,0.033755745,131,4.480985066,0.723572794,0.545889101,50
152,TRUE,"""time""",40,3,0.5,20,50,1136,653,1498535,0.197335563,0.037844411,134,4.458489354,0.711812542,0.55721831,50
153,TRUE,"""time""",40,3,0.5,20,50,914,538,1419675,0.190500547,0.034130385,135,4.462751273,0.723298948,0.539387309,50
154,TRUE,"""time""",40,3,0.5,20,50,939,542,1383975,0.186283067,0.031378274,135,4.464098203,0.71824129,0.5314164,50
155,TRUE,"""time""",40,3,0.5,20,50,1142,658,1562125,0.190867426,0.032432536,131,4.477410008,0.717621549,0.546409807,50
156,TRUE,"""time""",40,3,0.5,28,50,1339,813,1884740,0.199333757,0.034365275,133,4.516676366,0.711938547,0.544436146,50
157,TRUE,"""time""",40,3,0.5,28,50,1310,808,1961885,0.194315115,0.032833029,131,4.496088488,0.71475827,0.519083969,50
158,TRUE,"""time""",40,3,0.5,28,50,1444,862,1984975,0.19996205,0.031725731,132,4.514221621,0.720551378,0.509695291,50
159,TRUE,"""time""",40,3,0.5,28,50,1265,779,1877815,0.19532498,0.033945949,136,4.498716526,0.719367589,0.531225296,50
160,TRUE,"""time""",40,3,0.5,28,50,1373,800,1906375,0.198672688,0.034786563,135,4.496078178,0.712898415,0.540422433,50
161,TRUE,"""time""",40,3,0.67,20,50,1263,695,1560610,0.191143785,0.033613611,134,4.47469956,0.713343136,0.617577197,50
162,TRUE,"""time""",40,3,0.67,20,50,1138,598,1463755,0.194775132,0.034623866,133,4.49722582,0.714787848,0.626537786,50
163,TRUE,"""time""",40,3,0.67,20,50,1131,614,1499805,0.193855703,0.037617233,134,4.464479892,0.713948886,0.601237843,50
164,TRUE,"""time""",40,3,0.67,20,50,1126,610,1476905,0.195742362,0.036444621,134,4.467552683,0.720375539,0.615452931,50
165,TRUE,"""time""",40,3,0.67,20,50,1011,502,1274655,0.189199407,0.031695543,132,4.480438692,0.707597381,0.588526212,50
166,TRUE,"""time""",40,3,0.67,28,50,1546,840,1810680,0.190121669,0.030269801,136,4.503200054,0.719244748,0.601552393,50
167,TRUE,"""time""",40,3,0.67,28,50,1467,793,1875810,0.200951125,0.035768805,137,4.505940214,0.714285714,0.624403545,50
168,TRUE,"""time""",40,3,0.67,28,50,1402,766,1784895,0.199676034,0.037114938,133,4.449049408,0.711364717,0.592724679,50
169,TRUE,"""time""",40,3,0.67,28,50,1471,795,1823210,0.20033739,0.03573438,136,4.512397473,0.698876695,0.605710401,50
170,TRUE,"""time""",40,3,0.67,28,50,1559,843,1947050,0.200084734,0.034872625,134,4.482384481,0.710253826,0.603592046,50
171,TRUE,"""time""",40,3,0.75,20,50,1211,605,1424765,0.191175227,0.034836706,134,4.48206027,0.714678935,0.617671346,50
172,TRUE,"""time""",40,3,0.75,20,50,1185,624,1490680,0.195690633,0.035136055,135,4.479788492,0.712959614,0.662447257,50
173,TRUE,"""time""",40,3,0.75,20,50,1236,641,1478130,0.192976456,0.035262724,129,4.488673454,0.720604099,0.644822006,50
174,TRUE,"""time""",40,3,0.75,20,50,1308,664,1463810,0.191574541,0.034788947,130,4.465134915,0.713157128,0.610091743,50
175,TRUE,"""time""",40,3,0.75,20,50,1158,593,1402210,0.193327375,0.035968945,132,4.480751749,0.711941772,0.629533679,50
176,TRUE,"""time""",40,3,0.75,28,50,1747,913,2001060,0.200767659,0.034482023,135,4.486519398,0.711287377,0.646250716,50
177,TRUE,"""time""",40,3,0.75,28,50,1731,870,1878620,0.198128134,0.032229814,136,4.480849689,0.717476823,0.63835933,50
178,TRUE,"""time""",40,3,0.75,28,50,1533,814,1812105,0.192122505,0.032200735,133,4.473669285,0.723387072,0.640574038,50
179,TRUE,"""time""",40,3,0.75,28,50,1621,860,1914430,0.206211166,0.03720197,135,4.499946424,0.704297759,0.648365207,50
180,TRUE,"""time""",40,3,0.75,28,50,1549,804,1845205,0.187656165,0.030683724,137,4.486065961,0.723077869,0.646868948,50
181,TRUE,"""time""",40,4,0.5,20,50,1352,766,1750645,0.189183432,0.033552429,133,4.480603796,0.717490842,0.529585799,50
182,TRUE,"""time""",40,4,0.5,20,50,1279,725,1661255,0.189125489,0.031966157,129,4.477668233,0.717524852,0.541047694,50
183,TRUE,"""time""",40,4,0.5,20,50,1358,807,1783885,0.194841237,0.035847652,133,4.485819534,0.717967599,0.544182622,50
184,TRUE,"""time""",40,4,0.5,20,50,1295,754,1718670,0.188935135,0.032022486,134,4.479528994,0.718624747,0.547490347,50
185,TRUE,"""time""",40,4,0.5,20,50,1153,693,1647685,0.194551171,0.036961673,135,4.490237309,0.720191633,0.531656548,50
186,TRUE,"""time""",40,4,0.5,28,50,1741,1018,2176665,0.201965652,0.035510191,136,4.514961248,0.708897459,0.542217117,50
187,TRUE,"""time""",40,4,0.5,28,50,1777,1003,2261065,0.197711536,0.035598413,132,4.525129249,0.711981135,0.540236353,50
188,TRUE,"""time""",40,4,0.5,28,50,1564,924,2060745,0.193605307,0.029925434,133,4.492436067,0.723602484,0.527493606,50
189,TRUE,"""time""",40,4,0.5,28,50,1830,1103,2304525,0.200508087,0.035521916,137,4.505483765,0.705022118,0.549180328,50
190,TRUE,"""time""",40,4,0.5,28,50,1586,932,2080875,0.190537705,0.029440238,132,4.509938792,0.710442563,0.546027743,50
191,TRUE,"""time""",40,4,0.67,20,50,1519,806,1686680,0.192114022,0.032090947,135,4.473373887,0.714849995,0.612903226,50
192,TRUE,"""time""",40,4,0.67,20,50,1499,785,1647325,0.196464643,0.036501386,130,4.470151196,0.709107659,0.621747832,50
193,TRUE,"""time""",40,4,0.67,20,50,1480,751,1650565,0.190602365,0.033210528,132,4.469653743,0.708622909,0.599324324,50
194,TRUE,"""time""",40,4,0.67,20,50,1342,735,1610500,0.193415425,0.034432791,130,4.471444611,0.715846995,0.611773472,50
195,TRUE,"""time""",40,4,0.67,20,50,1476,796,1741625,0.196341802,0.035904092,130,4.431204412,0.721125306,0.624661247,50
196,TRUE,"""time""",40,4,0.67,28,50,1853,974,2070900,0.202706692,0.036518354,133,4.494337301,0.725104721,0.63572585,50
197,TRUE,"""time""",40,4,0.67,28,50,1920,969,2061615,0.19462151,0.032590596,135,4.507885811,0.717063492,0.601041667,50
198,TRUE,"""time""",40,4,0.67,28,50,2143,1122,2293805,0.204310826,0.036742354,133,4.505812916,0.715463414,0.628558096,50
199,TRUE,"""time""",40,4,0.67,28,50,1969,1101,2261220,0.198051549,0.032925058,136,4.518044319,0.718445428,0.61198578,50
200,TRUE,"""time""",40,4,0.67,28,50,1746,920,2048015,0.194720561,0.03507282,134,4.509134517,0.7079856,0.634593356,50
201,TRUE,"""time""",40,4,0.75,20,50,1702,853,1726055,0.18850047,0.0345946,134,4.473811906,0.717279391,0.632197415,50
202,TRUE,"""time""",40,4,0.75,20,50,1650,841,1702035,0.188858182,0.033329094,132,4.471801678,0.710764791,0.636969697,50
203,TRUE,"""time""",40,4,0.75,20,50,1447,722,1598320,0.193279613,0.033845555,132,4.458481595,0.714252805,0.626814098,50
204,TRUE,"""time""",40,4,0.75,20,50,1573,805,1735705,0.192434711,0.034640404,130,4.473256961,0.718039536,0.654164018,50
205,TRUE,"""time""",40,4,0.75,20,50,1590,796,1691675,0.190927987,0.032731909,136,4.483232457,0.719646601,0.629559748,50
